"name","link","description","id","lookup"
"Tahiti","http://purl.obolibrary.org/obo/GAZ_00005328","The largest island in the Windward group of the French Polynesia, located in the archipelago of Society Islands in the southern Pacific Ocean. Tahiti is some 45 km long at the widest point and covers 1,045 km2, with the highest elevation being at 2,241 m) above sea level (Mount Orohena). The island consists of two roughly round portions centered on volcanic mountains, connected by a short isthmus named after the small town of Taravao, which sits there. The northwestern part is known as Tahiti Nui (""big Tahiti""), and the southeastern part, much smaller, is known as Tahiti Iti (""small Tahiti"") or Taiarapu.","","lk_subject_location"
"Tajikistan","http://purl.obolibrary.org/obo/GAZ_00006912","A mountainous landlocked country in Central Asia. Afghanistan borders to the south, Uzbekistan to the west, Kyrgyzstan to the north, and People's Republic of China to the east. Tajikistan consists of 4 administrative divisions. These are the provinces (viloyat) of Sughd and Khatlon, the autonomous province of Gorno-Badakhshan (abbreviated as GBAO), and the Region of Republican Subordination (RRP, Raiony Respublikanskogo Podchineniya in Russian; formerly known as Karotegin Province). Each region is divided into several districts (nohiya or raion).","","lk_subject_location"
"Tanzania","http://purl.obolibrary.org/obo/GAZ_00001103","A country in East Africa bordered by Kenya and Uganda on the north, Rwanda, Burundi and the Democratic Republic of the Congo on the west, and Zambia, Malawi and Mozambique on the south. To the east it borders the Indian Ocean. Tanzania is divided into 26 regions (mkoa), twenty-one on the mainland and five on Zanzibar (three on Unguja, two on Pemba). Ninety-eight districts (wilaya), each with at least one council, have been created to further increase local authority; the councils are also known as local government authorities. Currently there are 114 councils operating in 99 districts; 22 are urban and 92 are rural. The 22 urban units are further classified as city councils (Dar es Salaam and Mwanza), municipal councils (Arusha, Dodoma, Iringa, Kilimanjaro, Mbeya, Morogoro, Shinyanga, Tabora, and Tanga) or town councils (the remaining eleven communities).","","lk_subject_location"
"Tawain","http://purl.obolibrary.org/obo/GAZ_00005341","A state in East Asia with de facto rule of the island of Tawain and adjacent territory. The Republic of China currently administers two historical provinces of China (one completely and a small part of another one) and centrally administers two direct-controlled municipalities.","","lk_subject_location"
"Thailand","http://purl.obolibrary.org/obo/GAZ_00003744","A country in Southeast Asia. To its east lie Laos and Cambodia; to its south, the Gulf of Thailand and Malaysia; and to its west, the Andaman Sea and Burma. Its capital and largest city is Bangkok. Thailand is divided into 75 provinces (changwat), which are gathered into 5 groups of provinces by location. There are also 2 special governed districts: the capital Bangkok (Krung Thep Maha Nakhon) and Pattaya, of which Bangkok is at provincial level and thus often counted as a 76th province.","","lk_subject_location"
"Timor-Leste","http://purl.obolibrary.org/obo/GAZ_00006913","A country in Southeast Asia. It comprises the eastern half of the island of Timor, the nearby islands of Atauro and Jaco, and Oecussi-Ambeno, an exclave on the northwestern side of the island, within Indonesian West Timor. The small country of 15,410 km2 is located about 640 km northwest of Darwin, Australia. East Timor is divided into thirteen administrative districts, are subdivided into 65 subdistricts, 443 sucos and 2,336 towns, villages and hamlets.","","lk_subject_location"
"Togo","http://purl.obolibrary.org/obo/GAZ_00000915","A country in West Africa bordering Ghana in the west, Benin in the east and Burkina Faso in the north. In the south, it has a short Gulf of Guinea coast, on which the capital Lome is located.","","lk_subject_location"
"Tonga","http://purl.obolibrary.org/obo/GAZ_00006916","An island nation in the Pacific Ocean.","","lk_subject_location"
"Trinidad and Tobago","http://purl.obolibrary.org/obo/GAZ_00003767","An archipelagic state in the southern Caribbean, lying northeast of the South American nation of Venezuela and south of Grenada in the Lesser Antilles. It also shares maritime boundaries with Barbados to the northeast and Guyana to the southeast. The country covers an area of 5,128 km2and consists of two main islands, Trinidad and Tobago, and 21 smaller islands.","","lk_subject_location"
"Tunisia","http://purl.obolibrary.org/obo/GAZ_00000562","A country situated on the Mediterranean coast of North Africa. It is bordered by Algeria to the west and Libya to the southeast. Tunisia is subdivided into 24 governorates, divided into 262 ""delegations"" or ""districts"" (mutamadiyat), and further subdivided into municipalities (shaykhats).","","lk_subject_location"
"Turkey","http://purl.obolibrary.org/obo/GAZ_00000558","A Eurasian country that stretches across the Anatolian peninsula in western Asia and Thrace (Rumelia) in the Balkan region of southeastern Europe. Turkey borders eight countries: Bulgaria to the northwest; Greece to the west, Georgia to the northeast; Armenia, Azerbaijan (the exclave of Nakhichevan), and Iran to the east; and Iraq and Syria to the southeast. The Mediterranean Sea and Cyprus are to the south; the Aegean Sea and Archipelago are to the west; and the Black Sea is to the north. Separating Anatolia and Thrace are the Sea of Marmara and the Turkish Straits (the Bosporus and the Dardanelles), which are commonly reckoned to delineate the border between Asia and Europe, thereby making Turkey transcontinental. The territory of Turkey is subdivided into 81 provinces for administrative purposes. The provinces are organized into 7 regions for census purposes; however, they do not represent an administrative structure. Each province is divided into districts, for a total of 923 districts.","","lk_subject_location"
"Turkmenistan","http://purl.obolibrary.org/obo/GAZ_00005018","A country in Central Asia. It is bordered by Afghanistan to the southeast, Iran to the southwest, Uzbekistan to the northeast, Kazakhstan to the northwest, and the Caspian Sea to the west. It was a constituent republic of the Soviet Union, the Turkmen Soviet Socialist Republic. Turkmenistan is divided into five provinces or welayatlar (singular - welayat) and one independent city.","","lk_subject_location"
"Tuvalu","http://purl.obolibrary.org/obo/GAZ_00009715","A Polynesian island nation located in the Pacific Ocean midway between Hawaii and Australia.","","lk_subject_location"
"Uganda","http://purl.obolibrary.org/obo/GAZ_00001102","A landlocked country in East Africa, bordered on the east by Kenya, the north by Sudan, on the west by the Democratic Republic of the Congo, on the southwest by Rwanda, and on the south by Tanzania. The southern part of the country includes a substantial portion of Lake Victoria, within which it shares borders with Kenya and Tanzania. Uganda is divided into 80 districts, spread across four administrative regions: Northern, Eastern, Central and Western. The districts are subdivided into counties.","","lk_subject_location"
"Ukraine","http://purl.obolibrary.org/obo/GAZ_00002724","A country in Eastern Europe. It borders Russia to the east, Belarus to the north, Poland, Slovakia and Hungary to the west, Romania and Moldova to the southwest, and the Black Sea and Sea of Azov to the south. Ukraine is subdivided into twenty-four oblasts (provinces) and one autonomous republic (avtonomna respublika), Crimea. Additionally, the cities of Kiev, the capital, and Sevastopol, both have a special legal status. The 24 oblasts and Crimea are subdivided into 490 raions (districts), or second-level administrative units.","","lk_subject_location"
