"pvTableName","pv","conditionalRequired","description","conditionalDuplicateRequired","jsonAttribute","jsonDataType","foreignKeyTableName","required","combinedColumn","metaResultDataType","tableName","columnType","cv","cvTableName","comment","tableColumn","templateColumn","foreignKey","pvPreferredTableColumn","templateName"
NA,FALSE,FALSE,"The NCBI Disease Ontology ID associated with the disease. If the Disease Reported is not a preferred value, then the Disease Ontology ID must be provided. If the disease is a preferred value, then the Disease Ontology ID will be the DOID associated with the preferred value.",FALSE,"diseaseOntologyId","string",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(100)",FALSE,NA,"The NCBI Disease Ontology ID associated with the disease. If the Disease Reported is not a preferred value, then the Disease Ontology ID must be provided. If the disease is a preferred value, then the Disease Ontology ID will be the DOID associated with the preferred value.","disease_ontology_id","Disease Ontology ID",FALSE,NA,"subjectHumans"
"lk_disease_stage",TRUE,FALSE,"This provides a broad classification of how the disease has progressed. Please select a disease stage from the list provided if the disease stage matches yours or enter a disease stage if there is not an appropriate one provided. This disease stage is visible when the result is shared.",FALSE,"diseaseStageReported","enum",NA,FALSE,FALSE,"resultData","immune_exposure","varchar(100)",FALSE,NA,"This provides a broad classification of how the disease has progressed. Please select a disease stage from the list provided if the disease stage matches yours or enter a disease stage if there is not an appropriate one provided. This disease stage is visible when the result is shared.","disease_stage_reported","Disease Stage Reported",FALSE,"disease_stage_preferred","subjectHumans"
NA,FALSE,FALSE,"The treatment user defined ID is an identifier chosen by the data provider to refer to a treatment agent which can be a molecule, time or temperature. This ID may be referenced by other data records (e.g. study). The user defined ID is not shared.",FALSE,"userDefinedId","string",NA,TRUE,FALSE,NA,"treatment","varchar(100)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","User Defined ID",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The treatment name is not referenced directly by other data records. The name should be an informative to a researcher reviewing the data. Treatments may be referenced by more than one biological or experiment sample. There are three categories to describe the molecular content, time and/or temperature applied in a sample treatment. You may enter data for amount, duration or temperature only any combination of these categories (e.g. amount and duration).",FALSE,"name","string",NA,TRUE,FALSE,NA,"treatment","varchar(100)",FALSE,NA,"Treatments refer to in vitro modifications of samples. The treatment name is an alternate identifier that is visible when the treatment is shared.","name","Name",FALSE,NA,"treatments"
NA,FALSE,FALSE,"If 'No' is selected, you must enter a value in the Treatment User Defined ID and Name columns and that is all. If 'Yes' is selected, you must enter a value in the Treatment User Defined ID and Name columns and the value/unit pair of columns for amount or duration or temperature.",FALSE,"useTreatment","enum",NA,TRUE,FALSE,NA,NA,NA,TRUE,"lk_yes_no","Was a treatment applied to a sample?",NA,"Use Treatment?",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The value should be a number.",FALSE,"amountValue","string",NA,FALSE,FALSE,NA,"treatment","varchar(50)",FALSE,NA,"The Amount Value indicates how much (concentration, mass, volume) of a treatment agent was applied to a sample.","amount_value","Amount Value",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The amount unit preferred terms list has commonly used units. If additional units are needed, please contact the BISC HelpDesk.",FALSE,"amountUnit","enum",NA,FALSE,FALSE,NA,"treatment","varchar(50)",TRUE,"lk_amount_unit","The unit should be selected from the drop down list.","amount_unit","Amount Unit",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The Duration Value indicates how long a treatment agent was applied to a sample.",FALSE,"durationValue","string",NA,FALSE,FALSE,NA,"treatment","varchar(200)",FALSE,NA,"The value should be a number.","duration_value","Duration Value",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The duration unit preferred terms list has commonly used units. If additional units are needed, please contact the BISC HelpDesk.",FALSE,"durationUnit","enum",NA,FALSE,FALSE,NA,"treatment","varchar(50)",TRUE,"lk_time_unit","The unit should be selected from the drop down list.","duration_unit","Duration Unit",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The Temperature Value indicates how long a treatment agent was applied to a sample.",FALSE,"temperatureValue","string",NA,FALSE,FALSE,NA,"treatment","varchar(50)",FALSE,NA,"The value should be a number.","temperature_value","Temperature Value",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The temperature unit preferred terms list has commonly used units. If additional units are needed, please contact the BISC HelpDesk.",FALSE,"temperatureUnit","enum",NA,FALSE,FALSE,NA,"treatment","varchar(50)",TRUE,"lk_temperature_unit","The unit should be selected from the drop down list.","temperature_unit","Temperature Unit",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The Comments column allows the data provider to provide additional descriptive information.",FALSE,"comments","string",NA,FALSE,FALSE,NA,"treatment","varchar(500)",FALSE,NA,"Please provide additional comments as needed.","comments","Comments",FALSE,NA,"treatments"
NA,FALSE,FALSE,"The experiment sample identifier must be stored in ImmPort or in the experimentsamples.txt template.",FALSE,"expsampleId","string","expsample",TRUE,FALSE,NA,"neut_ab_titer_result And expsample_2_file_info","varchar(15)",FALSE,NA,"Please enter either an experiment sample user defined ID or ImmPort accession.","expsample_accession","Expsample ID",TRUE,NA,"Virus_Neutralization_Results"
"lk_virus_strain",TRUE,FALSE,"The name of the virus strain used in the assay. Please select a name from the list provided if the name matches your name or enter a name if there is not an appropriate one provided. This name is visible when the result is shared.",FALSE,"virusStrainReported","enum",NA,TRUE,FALSE,NA,"neut_ab_titer_result","varchar(200)",FALSE,NA,"The name of the virus strain used in the assay. Please select a name from the list provided if the name matches your name or enter a name if there is not an appropriate one provided. This name is visible when the result is shared.","virus_strain_reported","Virus Strain Reported",FALSE,"virus_strain_preferred","Virus_Neutralization_Results"
NA,FALSE,FALSE,"The maximum sample dilution factor that continues to demonstrate virus neutralization.",FALSE,"valueReported","number",NA,TRUE,FALSE,NA,"neut_ab_titer_result","varchar(50)",FALSE,NA,"A number is expected.","value_reported","Value Reported",FALSE,NA,"Virus_Neutralization_Results"
"lk_titer_unit",TRUE,FALSE,"The dilution factor unit.",FALSE,"unitReported","enum",NA,TRUE,FALSE,NA,"neut_ab_titer_result","varchar(200)",FALSE,NA,"The dilution factor unit.","unit_reported","Unit Reported",FALSE,"titer_unit_preferred","Virus_Neutralization_Results"
NA,FALSE,FALSE,"Comments captures additional descriptive information.",FALSE,"comments","string",NA,FALSE,FALSE,NA,"neut_ab_titer_result","varchar(500)",FALSE,NA,"Comments captures additional descriptive information.","comments","Comments",FALSE,NA,"Virus_Neutralization_Results"
NA,FALSE,FALSE,"The study user defined ID is an identifier chosen by the data provider to refer to a study design. This ID may be referenced by other data records (e.g. arm). The user defined ID is not shared.",FALSE,"userDefinedId","string",NA,TRUE,FALSE,NA,"study","varchar(150)",FALSE,NA,"The identifier should be unique to the ImmPort workspace to which the data will be uploaded.","user_defined_id","User Defined ID",FALSE,NA,"study"
NA,FALSE,FALSE,"The brief title will be displayed on ImmPort wherever the study is described.",FALSE,"briefTitle","string",NA,TRUE,FALSE,NA,"study","varchar(250)",FALSE,NA,"The brief title serves as a working title for a study.","brief_title","Brief Title",FALSE,NA,"study"
NA,FALSE,FALSE,"The official study title is displayed on the ImmPort study detail page.",FALSE,"officialTitle","string",NA,TRUE,FALSE,NA,"study","varchar(500)",FALSE,NA,"The official study title may be the same as the brief title, but is often more descriptive.","official_title","Official Title",FALSE,NA,"study"
NA,FALSE,FALSE,"A brief study description highlights the essential features of a study.",FALSE,"briefDescription","string",NA,TRUE,FALSE,NA,"study","varchar(4000)",FALSE,NA,"Summarize the goals, methods and results of the study.","brief_description","Brief Description",FALSE,NA,"study"
NA,FALSE,FALSE,"The detailed description can be formatted with html tags to improve legibility. Embedded new line characters should be removed.",FALSE,"description","string",NA,FALSE,FALSE,NA,"study","clob",FALSE,NA,"The detailed description supports a lengthy description of the goals and methods of the study.","description","Description",FALSE,NA,"study"
NA,FALSE,FALSE,"The hypothesis can be formatted with html tags to improve legibility. Embedded new line characters should be removed.",FALSE,"hypothesis","string",NA,TRUE,FALSE,NA,"study","varchar(4000)",FALSE,NA,"The explanatory proposition(s) being tested by the research study.","hypothesis","Hypothesis",FALSE,NA,"study"
NA,FALSE,FALSE,"The objectives can be formatted with html tags to improve legibility. Embedded new line characters should be removed.",FALSE,"objectives","string",NA,TRUE,FALSE,NA,"study","clob",FALSE,NA,"The goals of the research study.","objectives","Objectives",FALSE,NA,"study"
NA,FALSE,FALSE,"The endpoints can be formatted with html tags to improve legibility. Embedded new line characters should be removed.",FALSE,"endpoints","string",NA,TRUE,FALSE,NA,"study","clob",FALSE,NA,"Endpoints include assessments, lab tests and assays that are part of a study design.","endpoints","Endpoints",FALSE,NA,"study"
NA,FALSE,FALSE,"The organization that provides funding and support for the study.",FALSE,"sponsoringOrganization","string",NA,TRUE,FALSE,NA,"study","varchar(250)",FALSE,NA,"The organization that provides funding and support for the study.","sponsoring_organization","Sponsoring Organization",FALSE,NA,"study"
NA,FALSE,FALSE,"The number of subjects proposed to be enrolled in the study.",FALSE,"targetEnrollment","positive",NA,FALSE,FALSE,NA,"study","integer",FALSE,NA,"The number of subjects proposed to be enrolled in the study.","target_enrollment","Target Enrollment",FALSE,NA,"study"
NA,FALSE,FALSE,"The minimum age of subjects enrolled in the study.",FALSE,"minimumAge","string",NA,FALSE,FALSE,NA,"study","varchar(40)",FALSE,NA,"The minimum age of subjects enrolled in the study.","minimum_age","Minimum Age",FALSE,NA,"study"
NA,FALSE,FALSE,"The maximum age of subjects enrolled in the study.",FALSE,"maximumAge","string",NA,FALSE,FALSE,NA,"study","varchar(40)",FALSE,NA,"The maximum age of subjects enrolled in the study.","maximum_age","Maximum Age",FALSE,NA,"study"
